"product_id"	"product_name"	"amount"	"return_amount"	"promotion_code"	"tag"	"desc"	"image"	"category_id"	"add_date"	"edit_date"	"status"	"sale_count"	"is_show"	"poster"	"text_desc"
"624680342921416704"	"爆粉"	"111.00"	"11.00"	"ZOYZUNMS"	""	"<p>11111111<img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/d9b39cb8-205e-4a0a-a17c-b682da69a708.png"" style=""max-width: 100%;""></p>"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/47b7011f-e9fc-416a-83ce-c6fe73a2195c.png"	"6"	"2019/3/17 10:31:37"	"2019/3/17 10:31:37"	"0"	"0"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/767c4637-0f6b-4f01-a3d0-86d66618f69a.png"	""
"624680357815390208"	"爆粉"	"111.00"	"11.00"	"ISGNWJBY"	""	"<p>11111111<img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/d9b39cb8-205e-4a0a-a17c-b682da69a708.png"" style=""max-width: 100%;""></p>"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/47b7011f-e9fc-416a-83ce-c6fe73a2195c.png"	"6"	"2019/3/17 10:31:37"	"2019/3/17 10:31:37"	"0"	"0"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/d7980dfe-5bf9-4f98-8d73-1ca835bc87fc.png"	""
"624680534362034176"	"1111"	"1111.00"	"11.00"	"FVSPURIT"	""	"<p><br></p>"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/474d7d33-4d94-4cd6-b1eb-116c1d049617.png"	"6"	"2019/3/17 10:32:20"	"2019/3/17 10:32:20"	"0"	"0"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/e0a420ba-7632-443d-a14c-21a3c5723b7e.png"	""
"624680620852776960"	"新奇迹"	"111.00"	"11.00"	"PEAQGWJU"	"热卖"	"<p><br></p>"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/d4383bd0-26a8-4c61-882d-3c4f08669314.png"	"3"	"2019/3/17 10:32:40"	"2019/3/17 10:32:40"	"0"	"0"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/86a64cbc-2b33-4847-b95c-25e72c752188.png"	""
"624680988454162432"	"新奇迹"	"111.00"	"11.00"	"ORIIJLRL"	"官方"	"<p><img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/20e98f7d-50fd-474b-bb47-0e40b23f9b0d.png"" style=""max-width:100%;"">11111111111111111111111111111111111111111111<br></p>"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/98e9e21c-27a5-4038-851d-3c488629e1b4.png"	"3"	"2019/3/17 10:34:08"	"2019/3/17 10:34:08"	"0"	"0"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/da15ba97-f8dd-432a-8c9c-a4634deb89a1.png"	""
"624688407783673856"	"测试商品"	"123.00"	"12.00"	"HXJXHHTC"	"热卖"	"<p>测试商品<img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/a25476de-0ac5-444a-a2d0-5bd4cc6bcc5e.png"" style=""max-width: 100%;""></p>"	""	"3"	"2019/3/17 11:03:37"	"2019/3/17 11:03:37"	"0"	"0"	"0"	""	"这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a"
"624688483977400320"	"测试商品"	"123.00"	"12.00"	"RNEXMUFZ"	"热卖"	"<p>测试商品<img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/a25476de-0ac5-444a-a2d0-5bd4cc6bcc5e.png"" style=""max-width: 100%;""></p>"	""	"3"	"2019/3/17 11:04:32"	"2019/3/17 11:04:32"	"0"	"0"	"0"	""	"这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a"
"624688995074314240"	"测试商品"	"123.00"	"12.00"	"BVYMWLTC"	"热卖"	"<p>测试商品<img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/a25476de-0ac5-444a-a2d0-5bd4cc6bcc5e.png"" style=""max-width: 100%;""></p>"	""	"3"	"2019/3/17 11:06:00"	"2019/3/17 11:06:00"	"0"	"0"	"0"	""	"这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a"
"624689075143577600"	"测试商品"	"123.00"	"12.00"	"ZNKGTSTI"	"热卖"	"<p>测试商品<img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/a25476de-0ac5-444a-a2d0-5bd4cc6bcc5e.png"" style=""max-width: 100%;""></p>"	""	"3"	"2019/3/17 11:06:16"	"2019/3/17 11:06:16"	"0"	"0"	"0"	""	"这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a"
"624689147059113984"	"测试商品"	"123.00"	"12.00"	"URVLLORC"	"热卖"	"<p>测试商品<img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/a25476de-0ac5-444a-a2d0-5bd4cc6bcc5e.png"" style=""max-width: 100%;""></p>"	""	"3"	"2019/3/17 11:06:36"	"2019/3/17 11:06:36"	"0"	"0"	"0"	""	"这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a"
"624690769084551168"	"椅子"	"123.00"	"12.00"	"METOTVIU"	"热卖"	"<p>测试商品<img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/a25476de-0ac5-444a-a2d0-5bd4cc6bcc5e.png"" style=""max-width: 100%;"">购买须知</p><div><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;①:安卓提醒:&nbsp;vivo手机因适配极差大部分不能使用应用辅助，请勿购买!&nbsp;!请使用云端产品。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;②:请先复制链接浏览器打开查看下载APP、查看视频教程。确保是自己需要的辅助，在进行下单<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;③:此应用非好友宝研发、购买后收到激活码激活、自行研究功能、如若不懂请多观看视频功能演示。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;④:任何辅助应用都有可能存在封号可能、目前为止没有一.家可以做到不封号的、请自行考虑是否购买。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;⑤:所有的辅助均为市面所销售正版辅助应用、辅助应用同步作者更新，激活码-&nbsp;-经使用拒绝退换。&nbsp;</div>"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/6b800c7b-19bd-4044-b192-df3462aa660d.png"	"3"	"2019/3/17 11:13:04"	"2019/3/18 00:32:15"	"0"	"50000"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/0753a769-6b69-4d36-ab63-88b61094f19f.png"	"这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a
这里是用于复制的话a这里是用于复制的话a这里是用于复制的话a"
"624892139326672896"	"新奇迹"	"150.00"	"35.00"	"COAHVPHV"	"热卖"	"<p><img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/dcfb68d1-6705-4fed-a07e-4b2d8c39574b.png"" style=""max-width: 100%;"">购买须知</p><div><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;①:安卓提醒:&nbsp;vivo手机因适配极差大部分不能使用应用辅助，请勿购买!&nbsp;!请使用云端产品。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;②:请先复制链接浏览器打开查看下载APP、查看视频教程。确保是自己需要的辅助，在进行下单<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;③:此应用非好友宝研发、购买后收到激活码激活、自行研究功能、如若不懂请多观看视频功能演示。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;④:任何辅助应用都有可能存在封号可能、目前为止没有一.家可以做到不封号的、请自行考虑是否购买。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;⑤:所有的辅助均为市面所销售正版辅助应用、辅助应用同步作者更新，激活码-&nbsp;-经使用拒绝退换。&nbsp;</div>"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/7a9828ef-6015-4ec0-9793-72319abd8e0b.png"	"3"	"2019/3/18 00:33:10"	"2019/3/18 00:33:10"	"0"	"0"	"0"	""	"111111111111111111111"
"624892414028419072"	"新奇迹"	"150.00"	"35.00"	"BLRGABDG"	"热卖"	"<p><img src=""https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/dcfb68d1-6705-4fed-a07e-4b2d8c39574b.png"" style=""max-width: 100%;"">购买须知</p><div><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;①:安卓提醒:&nbsp;vivo手机因适配极差大部分不能使用应用辅助，请勿购买!&nbsp;!请使用云端产品。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;②:请先复制链接浏览器打开查看下载APP、查看视频教程。确保是自己需要的辅助，在进行下单<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;③:此应用非好友宝研发、购买后收到激活码激活、自行研究功能、如若不懂请多观看视频功能演示。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;④:任何辅助应用都有可能存在封号可能、目前为止没有一.家可以做到不封号的、请自行考虑是否购买。<br><br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;⑤:所有的辅助均为市面所销售正版辅助应用、辅助应用同步作者更新，激活码-&nbsp;-经使用拒绝退换。&nbsp;</div>"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/upload/4c7d33da-b5f4-4ef3-94a6-1f44eeaafd40.png"	"3"	"2019/3/18 00:34:16"	"2019/3/18 00:34:16"	"0"	"0"	"0"	""	"111111111111111111111"
"1104207869269508096"	"进口化妆品特价"	"0.10"	"0.10"	"OSJBXRBA"	"热卖"	"测试测"	"https://img.alicdn.com/bao/uploaded/i2/452325706/O1CN011s1OQAszoPWK8Rt_!!0-item_pic.jpg"	"3"	"2019/3/9 11:52:29"	"2019/3/9 12:24:44"	"2"	"7"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/cfcbaae2-984e-49fd-80d7-ab28a6af549e.png"	""
"1104208294597099520"	"品牌T恤"	"22.99"	"12.00"	"OSKMVJDS"	"nike"	"12312312312https://img.alicdn.com/bao/uploaded/i1/2787417447/O1CN0124sly8iXb80L4OS_!!0-item_pic.jpg"	"https://img.alicdn.com/bao/uploaded/i1/2787417447/O1CN0124sly8iXb80L4OS_!!0-item_pic.jpg"	"3"	"2019/3/9 11:52:29"	"2019/3/9 12:24:46"	"2"	"3"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/4801e7ae-ef03-48ed-a6e2-ac42e8f83d81.png"	""
"1104208474348191744"	"千元手机爆款"	"999.99"	"998.00"	"OSKDMSKD"	"推荐"	"<img src=""https://img30.360buyimg.com/sku/jfs/t21838/18/2275707529/311540/cba1d04c/5b4f155fNac3aa2f0.jpg"">"	"https://img.alicdn.com/tps/i4/TB1q42TjMTqK1RjSZPhSutfOFXa.jpg"	"3"	"2019/3/9 11:52:29"	"2019/3/9 12:24:48"	"2"	"2"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/200b9687-d103-40cb-9eda-d43fe6deb90b.png"	""
"1104237200368730112"	"千元手机爆款2"	"999.99"	"998.00"	"OSKDMSKD"	"热卖"	"<div>testssssssssssssssss</div><div><br></div><div><br></div><div><br></div><img src=""https://img30.360buyimg.com/sku/jfs/t21838/18/2275707529/311540/cba1d04c/5b4f155fNac3aa2f0.jpg"">"	"https://img.alicdn.com/tps/i4/TB1q42TjMTqK1RjSZPhSutfOFXa.jpg"	"3"	"2019/3/9 11:52:29"	"2019/3/14 18:05:21"	"0"	"2"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/a1fa2f14-b259-43bf-a3a3-3c9580d1b2f3.png"	""
"1104237221533188096"	"品牌T恤2"	"22.99"	"12.00"	"OSKMVJDS"	"nike"	"12312312312https://img.alicdn.com/bao/uploaded/i1/2787417447/O1CN0124sly8iXb80L4OS_!!0-item_pic.jpg"	"https://img.alicdn.com/bao/uploaded/i1/2787417447/O1CN0124sly8iXb80L4OS_!!0-item_pic.jpg"	"3"	"2019/3/9 11:52:29"	"2019/3/9 12:24:46"	"2"	"2"	"0"	""	""
"1104237234279677952"	"进口化妆品特价2"	"1.00"	"0.50"	"OSJBXRBA"	"热卖"	"测试测"	"https://img.alicdn.com/bao/uploaded/i2/452325706/O1CN011s1OQAszoPWK8Rt_!!0-item_pic.jpg"	"3"	"2019/3/9 11:52:29"	"2019/3/9 12:24:44"	"2"	"7"	"0"	"https://stack-1251694474.cos.ap-guangzhou.myqcloud.com/face/b2f80f7e-3ae8-4f49-b421-7a297d4535e0.png"	""
"1104257512535752704"	"进口化妆品特价1104257512535752704"	"1.00"	"0.50"	"OSJBXRBA"	"热卖"	"测试测"	"https://img.alicdn.com/bao/uploaded/i2/452325706/O1CN011s1OQAszoPWK8Rt_!!0-item_pic.jpg"	"3"	"2019/3/9 11:52:29"	"2019/3/9 12:24:44"	"2"	"2"	"0"	""	""
